player_name,team,current_ovr,proposed_ovr,delta,Final Decision,current_tier,proposed_tier,model_source,confidence,manual_review_reason,reasoning
Vin Baker,Milwaukee Bucks,84,82,-2,83,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Wesley Matthews (Blazers),Portland Trail Blazers,84,82,-2,83,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Zach LaVine (2025-26),Sacramento Kings,84,82,-2,83,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
A.C. Green (Lakers),Los Angeles Lakers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
A.J. Green (2025-26),Milwaukee Bucks,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Aaron Brooks (Rockets),Houston Rockets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andray Blatche (Wizards),Washington Wizards,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andrei Kirilenko (Nets),Brooklyn Nets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Anthony McKie (76ers),Philadelphia 76ers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Antonio Davis (Pacers),Indiana Pacers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Avery Johnson (Spurs),San Antonio Spurs,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Brandin Podziemski (2025-26),Golden State Warriors,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Cam Spencer (2025-26),Memphis Grizzlies,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Chandler Parsons (Rockets),Houston Rockets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Corey Maggette,Los Angeles Clippers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dale Davis,Indiana Pacers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Damon Stoudamire (Raptors),Toronto Raptors,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Daniel Gafford (2025-26),Dallas Mavericks,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
David West (Pacers),Indiana Pacers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Davion Mitchell (2025-26),Miami Heat,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Derrick White (Spurs),San Antonio Spurs,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Donte DiVincenzo (2025-26),Minnesota Timberwolves,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Eric Gordon (Clippers),Los Angeles Clippers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gordon Hayward (Celtics),Boston Celtics,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Harrison Barnes (Kings),Sacramento Kings,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
J.R. Smith (Nuggets),Denver Nuggets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jeff Teague,Atlanta Hawks,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Garnett (Nets),Brooklyn Nets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kyle Lowry (Heat),Miami Heat,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Leandro Barbosa (Suns),Phoenix Suns,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Max Christie (2025-26),Dallas Mavericks,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mitchell Robinson (2025-26),New York Knicks,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nene (Nuggets),Denver Nuggets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nikola Pekovic,Minnesota Timberwolves,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rudy Gay (Raptors),Toronto Raptors,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Stephen Jackson (Bobcats),Charlotte Hornets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Steve Nash (Lakers),Los Angeles Lakers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Steve Smith (Spurs),San Antonio Spurs,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Taj Gibson,Chicago Bulls,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tim Hardaway Jr. (2025-26),Denver Nuggets,83,81,-2,82,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tom Gugliotta (Timberwolves),Minnesota Timberwolves,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tyreke Evans,Sacramento Kings,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Vernon Maxwell (Rockets),Houston Rockets,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Vlade Divac (Lakers),Los Angeles Lakers,83,81,-2,82,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andris Biedrins,Golden State Warriors,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Boris Diaw (Spurs),San Antonio Spurs,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Danilo Gallinari (Knicks),New York Knicks,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dennis Rodman (Spurs),San Antonio Spurs,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Duncan Robinson (2025-26),Detroit Pistons,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Harrison Barnes (2025-26),San Antonio Spurs,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jae Crowder (Celtics),Boston Celtics,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jose Calderon (Raptors),Toronto Raptors,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Julian Champagnie (2025-26),San Antonio Spurs,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Julius Randle (Lakers),Los Angeles Lakers,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kirk Hinrich (Bulls),Chicago Bulls,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kyle Korver (Jazz),Utah Jazz,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Lance Stephenson,Indiana Pacers,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Lou Williams (Hawks),Atlanta Hawks,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marcin Gortat,Washington Wizards,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Matt Barnes (Clippers),Los Angeles Clippers,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mehmet Okur (Pistons),Detroit Pistons,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mike Miller (Grizzlies),Memphis Grizzlies,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Moussa Diabaté (2025-26),Charlotte Hornets,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Muggsy Bogues,Charlotte Hornets,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Neemias Queta (2025-26),Boston Celtics,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nick Young (Wizards),Washington Wizards,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Paul Pierce (Nets),Brooklyn Nets,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Paul Reed (2025-26),Detroit Pistons,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rajon Rondo (Lakers),Los Angeles Lakers,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Royce O'Neale (2025-26),Phoenix Suns,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Sam Hauser (2025-26),Boston Celtics,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Sandro Mamukelashvili (2025-26),Toronto Raptors,82,80,-2,81,Sapphire,Sapphire,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Shawn Marion (Heat),Miami Heat,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tayshaun Prince (Grizzlies),Memphis Grizzlies,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tristan Thompson,Cleveland Cavaliers,82,80,-2,81,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Anderson Varejao,Cleveland Cavaliers,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andray Blatche (Nets),Brooklyn Nets,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andrea Bargnani (Knicks),New York Knicks,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Devin Harris,Brooklyn Nets,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Glen Davis,Boston Celtics,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Iman Shumpert (Knicks),New York Knicks,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Isaiah Joe (2025-26),Oklahoma City Thunder,81,79,-2,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kurt Rambis (Lakers),Los Angeles Lakers,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Larry Hughes,Cleveland Cavaliers,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Lou Williams,Los Angeles Clippers,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Luke Kennard (2025-26),Los Angeles Lakers,81,79,-2,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mario Elie (Rockets),Houston Rockets,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Matt Harpring (Jazz),Utah Jazz,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Beasley (Heat),Miami Heat,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Finley (Spurs),San Antonio Spurs,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mike Bibby (Hawks),Atlanta Hawks,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nate Robinson (Knicks),New York Knicks,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nene,Washington Wizards,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Norman Powell (Raptors),Toronto Raptors,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Reggie Evans,Sacramento Kings,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Sam Merrill (2025-26),Cleveland Cavaliers,81,79,-2,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Shaun Livingston (Nets),Brooklyn Nets,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Stromile Swift,Memphis Grizzlies,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Wilson Chandler (Knicks),New York Knicks,81,79,-2,80,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bones Hyland (2025-26),Minnesota Timberwolves,80,78,-2,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Courtney Lee (Magic),Orlando Magic,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Deron Williams (Cavaliers),Cleveland Cavaliers,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gheorghe Muresan,Washington Wizards,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ja'Kobe Walter (2025-26),Toronto Raptors,80,78,-2,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jason Terry (Celtics),Boston Celtics,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Javon Small (2025-26),Memphis Grizzlies,80,78,-2,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kasparas Jakucionis (2025-26),Miami Heat,80,78,-2,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kendrick Perkins (Thunder),Oklahoma City Thunder,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mike Bibby (Grizzlies),Memphis Grizzlies,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Morris Peterson (Hornets),New Orleans Pelicans,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rafer Alston,Orlando Magic,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ronnie Brewer (Jazz),Utah Jazz,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Shaun Livingston (Warriors),Golden State Warriors,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Spud Webb,Atlanta Hawks,80,78,-2,79,Sapphire,Emerald,proxy-model,medium,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Charlie Ward (Knicks),New York Knicks,79,77,-2,78,Emerald,Emerald,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Drew Gooden,Cleveland Cavaliers,79,77,-2,78,Emerald,Emerald,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gerald Green,Houston Rockets,79,77,-2,78,Emerald,Emerald,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Josh Green (2025-26),Charlotte Hornets,79,77,-2,78,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Josh Minott (2025-26),Brooklyn Nets,79,77,-2,78,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Karlo Matkovic (2025-26),New Orleans Pelicans,79,77,-2,78,Emerald,Emerald,proxy-model,low,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
